Row ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Cost (US dollar),Quantity,Cost-per-piece,Wait-Duration
839,2016-03-07,2016-03-12,Standard Class,Ed Braxton,Corporate,Fort Worth,Texas,Central,Technology,Phones,21.072,3,7.024,5
840,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,New York City,New York,East,Office Supplies,Art,60.45,3,20.15,5
841,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,New York City,New York,East,Office Supplies,Art,11.52,4,2.88,5
842,2015-11-20,2015-11-25,Standard Class,Brian Moss,Corporate,New York City,New York,East,Furniture,Bookcases,186.048,4,46.512,5
843,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Binders,37.44,4,9.36,2
844,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Binders,26.976,4,6.744,2
845,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Supplies,11.36,2,5.68,2
846,2016-11-07,2016-11-09,First Class,Eudokia Martin,Corporate,Los Angeles,California,West,Office Supplies,Labels,14.62,2,7.31,2
847,2015-10-13,2015-10-17,Standard Class,Art Foster,Consumer,Louisville,Kentucky,South,Technology,Phones,83.72,7,11.96,4
848,2015-10-13,2015-10-17,Standard Class,Art Foster,Consumer,Louisville,Kentucky,South,Furniture,Chairs,287.94,3,95.98,4
849,2017-01-01,2017-01-06,Standard Class,Guy Armstrong,Consumer,Lorain,Ohio,East,Furniture,Furnishings,48.896,4,12.224,5
850,2014-02-07,2014-02-12,Standard Class,Cyma Kinney,Corporate,Linden,New Jersey,East,Technology,Accessories,115.36,7,16.48,5
851,2016-06-20,2016-06-25,Second Class,Dave Poirier,Corporate,Salinas,California,West,Office Supplies,Art,5.16,2,2.58,5
852,2016-06-20,2016-06-25,Second Class,Dave Poirier,Corporate,Salinas,California,West,Office Supplies,Paper,38.88,6,6.48,5
853,2016-05-28,2016-06-04,Standard Class,Valerie Dominguez,Consumer,Jackson,Mississippi,South,Office Supplies,Art,185.88,6,30.98,7
854,2016-02-19,2016-02-24,Standard Class,Greg Tran,Consumer,New York City,New York,East,Furniture,Furnishings,44.46,2,22.23,5
855,2016-02-19,2016-02-24,Standard Class,Greg Tran,Consumer,New York City,New York,East,Office Supplies,Storage,242.94,3,80.98,5
856,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,New York City,New York,East,Office Supplies,Paper,39.96,2,19.98,5
857,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,New York City,New York,East,Office Supplies,Supplies,102.3,10,10.23,5
858,2014-08-03,2014-08-08,Standard Class,Berenike Kampe,Consumer,New York City,New York,East,Office Supplies,Storage,21.36,2,10.68,5
859,2017-04-10,2017-04-15,Standard Class,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,Office Supplies,Paper,7.61,1,7.61,5
860,2017-04-10,2017-04-15,Standard Class,Sanjit Jacobs,Home Office,New Brunswick,New Jersey,East,Office Supplies,Fasteners,7.16,2,3.58,5
861,2014-06-09,2014-06-16,Standard Class,Chuck Magee,Consumer,San Francisco,California,West,Office Supplies,Supplies,7.36,2,3.68,7
862,2014-06-09,2014-06-16,Standard Class,Chuck Magee,Consumer,San Francisco,California,West,Office Supplies,Art,23.1,2,11.55,7
863,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,South,Technology,Accessories,191.472,6,31.912,2
864,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,South,Office Supplies,Art,5.248,2,2.624,2
865,2016-01-05,2016-01-07,Second Class,Anthony Johnson,Corporate,Jacksonville,Florida,South,Technology,Phones,59.184,2,29.592,2
866,2014-01-10,2014-01-15,Standard Class,Anthony Jacobs,Corporate,Springfield,Virginia,South,Office Supplies,Labels,2.89,1,2.89,5
867,2014-01-10,2014-01-15,Standard Class,Anthony Jacobs,Corporate,Springfield,Virginia,South,Furniture,Furnishings,51.94,1,51.94,5
868,2016-09-29,2016-10-02,First Class,Linda Southworth,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,15.936,4,3.984,3
870,2016-09-03,2016-09-05,First Class,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,1141.47,5,228.294,2
871,2016-09-03,2016-09-05,First Class,Paul Knutson,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,280.782,3,93.594,2
872,2015-10-19,2015-10-20,First Class,Tracy Blumstein,Consumer,Concord,New Hampshire,East,Office Supplies,Paper,34.44,3,11.48,1
873,2014-12-10,2014-12-15,Standard Class,Sally Matthias,Consumer,New York City,New York,East,Office Supplies,Paper,11.36,2,5.68,5
874,2014-12-10,2014-12-15,Standard Class,Sally Matthias,Consumer,New York City,New York,East,Office Supplies,Binders,106.344,7,15.192,5
875,2017-08-25,2017-08-29,Standard Class,Guy Armstrong,Consumer,Charlotte,North Carolina,South,Office Supplies,Paper,192.16,5,38.432,4
876,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,Concord,New Hampshire,East,Furniture,Furnishings,322.59,3,107.53,4
877,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,Concord,New Hampshire,East,Technology,Accessories,29.99,1,29.99,4
878,2016-01-17,2016-01-21,Standard Class,Chuck Clark,Home Office,Concord,New Hampshire,East,Technology,Accessories,371.97,3,123.99,4
879,2014-09-17,2014-09-21,Standard Class,Anthony Garverick,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.892,4,1.473,4
880,2017-11-30,2017-12-02,Second Class,Harold Pawlan,Home Office,New York City,New York,East,Office Supplies,Binders,68.472,3,22.824,2
881,2017-11-30,2017-12-02,Second Class,Harold Pawlan,Home Office,New York City,New York,East,Furniture,Chairs,1242.9,5,248.58,2
882,2015-10-09,2015-10-13,Standard Class,Dave Kipp,Consumer,Springfield,Virginia,South,Office Supplies,Storage,30.84,2,15.42,4
883,2017-12-23,2017-12-23,Same Day,Gary Zandusky,Consumer,San Francisco,California,West,Office Supplies,Art,13.48,4,3.37,0
884,2016-10-22,2016-10-24,First Class,Peter McVee,Home Office,Detroit,Michigan,Central,Furniture,Furnishings,31.4,5,6.28,2
885,2014-04-29,2014-05-04,Standard Class,Lauren Leatherbury,Consumer,Rochester,New York,East,Furniture,Furnishings,17.46,2,8.73,5
886,2015-04-25,2015-04-28,Second Class,Jill Stevenson,Corporate,Los Angeles,California,West,Office Supplies,Binders,13.944,3,4.648,3
887,2017-06-26,2017-07-02,Standard Class,Olvera Toch,Consumer,San Diego,California,West,Office Supplies,Storage,83.76,12,6.98,6
888,2017-10-14,2017-10-19,Standard Class,Ed Ludwig,Home Office,Columbia,Maryland,East,Office Supplies,Binders,37.66,7,5.38,5
889,2014-12-09,2014-12-16,Standard Class,Cyma Kinney,Corporate,San Francisco,California,West,Office Supplies,Paper,34.68,6,5.78,7
890,2017-06-20,2017-06-26,Standard Class,Jeremy Ellison,Consumer,New Rochelle,New York,East,Technology,Accessories,149.95,5,29.99,6
891,2017-06-20,2017-06-26,Standard Class,Jeremy Ellison,Consumer,New Rochelle,New York,East,Office Supplies,Binders,51.312,3,17.104,6
892,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Central,Office Supplies,Paper,4.54,1,4.54,1
893,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Central,Office Supplies,Art,15.92,4,3.98,1
894,2017-06-26,2017-06-27,First Class,Tracy Hopkins,Home Office,Detroit,Michigan,Central,Technology,Phones,543.92,8,67.99,1
895,2016-11-10,2016-11-12,First Class,Pamela Coakley,Corporate,San Francisco,California,West,Office Supplies,Storage,155.82,7,22.26,2
896,2016-11-10,2016-11-12,First Class,Pamela Coakley,Corporate,San Francisco,California,West,Office Supplies,Binders,70.008,3,23.336,2
897,2016-10-03,2016-10-06,Second Class,Hunter Lopez,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,15.648,2,7.824,3
898,2014-09-09,2014-09-15,Standard Class,Maribeth Schnelling,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,103.6,7,14.8,6
899,2017-10-29,2017-10-31,Second Class,George Bell,Corporate,Auburn,New York,East,Office Supplies,Paper,46.96,8,5.87,2
900,2016-04-10,2016-04-12,First Class,Justin Ritter,Corporate,Springfield,Ohio,East,Office Supplies,Binders,8.904,2,4.452,2
901,2017-11-11,2017-11-13,First Class,Tamara Dahlen,Consumer,Garland,Texas,Central,Office Supplies,Labels,10.44,5,2.088,2
902,2017-11-11,2017-11-13,First Class,Tamara Dahlen,Consumer,Garland,Texas,Central,Office Supplies,Binders,18.336,4,4.584,2
903,2017-09-15,2017-09-17,First Class,Dave Brooks,Consumer,Chicago,Illinois,Central,Technology,Phones,323.976,3,107.992,2
904,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,Los Angeles,California,West,Office Supplies,Paper,20.04,3,6.68,4
905,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,Los Angeles,California,West,Office Supplies,Storage,64.96,2,32.48,4
906,2016-04-08,2016-04-12,Standard Class,Logan Currie,Consumer,Los Angeles,California,West,Office Supplies,Paper,12.96,2,6.48,4
907,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,East,Furniture,Bookcases,323.136,4,80.784,4
908,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,East,Technology,Phones,90.93,7,12.99,4
909,2017-12-30,2018-01-03,Standard Class,Patrick O'Donnell,Consumer,New York City,New York,East,Office Supplies,Binders,52.776,3,17.592,4
910,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Central,Technology,Phones,1199.8,4,299.95,5
911,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Central,Technology,Accessories,1928.78,7,275.54,5
912,2017-09-02,2017-09-07,Standard Class,Bill Eplett,Home Office,Jackson,Michigan,Central,Office Supplies,Storage,352.38,2,176.19,5
914,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,46.94,1,46.94,2
915,2017-11-27,2017-11-29,First Class,Brian Moss,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,143.73,9,15.97,2
916,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Central,Furniture,Tables,99.918,2,49.959,6
917,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Central,Furniture,Chairs,797.944,4,199.486,6
918,2014-06-15,2014-06-21,Standard Class,Kelly Lampkin,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,8.568,3,2.856,6
919,2016-03-05,2016-03-11,Standard Class,Rob Williams,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,149.352,3,49.784,6
920,2016-03-05,2016-03-11,Standard Class,Rob Williams,Corporate,Dallas,Texas,Central,Office Supplies,Storage,12.992,1,12.992,6
921,2014-12-05,2014-12-12,Standard Class,Roy Collins,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,24.56,2,12.28,7
922,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,New York City,New York,East,Technology,Accessories,85.14,3,28.38,4
923,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,New York City,New York,East,Technology,Phones,21.99,1,21.99,4
924,2015-04-11,2015-04-15,Standard Class,Sanjit Engle,Consumer,New York City,New York,East,Office Supplies,Appliances,406.6,5,81.32,4
925,2016-09-15,2016-09-20,Standard Class,Adam Hart,Corporate,New York City,New York,East,Office Supplies,Binders,841.568,2,420.784,5
926,2014-09-13,2014-09-16,First Class,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,5.184,3
927,2014-09-13,2014-09-16,First Class,Jessica Myrick,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,252,5,50.4,3
928,2015-10-05,2015-10-09,Standard Class,Joel Jenkins,Home Office,Springfield,Virginia,South,Office Supplies,Art,46.2,4,11.55,4
929,2015-10-05,2015-10-09,Standard Class,Joel Jenkins,Home Office,Springfield,Virginia,South,Office Supplies,Appliances,28.84,2,14.42,4
933,2017-09-02,2017-09-06,Standard Class,Ralph Kennedy,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.192,3,4.064,4
934,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.056,8,5.632,4
935,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,29.718,6,4.953,4
936,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,5.184,4
937,2016-06-20,2016-06-24,Standard Class,Catherine Glotzbach,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,447.696,2,223.848,4
938,2017-11-05,2017-11-06,First Class,Ruben Ausman,Corporate,Farmington,New Mexico,West,Technology,Accessories,159.99,1,159.99,1
939,2015-12-13,2015-12-17,Standard Class,Rachel Payne,Corporate,Riverside,California,West,Office Supplies,Paper,12.96,2,6.48,4
940,2015-12-13,2015-12-17,Standard Class,Rachel Payne,Corporate,Riverside,California,West,Office Supplies,Appliances,134.48,4,33.62,4
941,2016-06-19,2016-06-20,First Class,Karen Carlisle,Corporate,San Francisco,California,West,Office Supplies,Paper,17.12,2,8.56,1
942,2016-12-13,2016-12-20,Standard Class,Rob Williams,Corporate,Torrance,California,West,Office Supplies,Binders,6.096,2,3.048,7
943,2016-12-13,2016-12-20,Standard Class,Rob Williams,Corporate,Torrance,California,West,Furniture,Tables,1114.272,4,278.568,7
944,2015-05-29,2015-06-03,Standard Class,John Lucas,Consumer,Seattle,Washington,West,Office Supplies,Paper,32.4,5,6.48,5
945,2015-05-29,2015-06-03,Standard Class,John Lucas,Consumer,Seattle,Washington,West,Office Supplies,Storage,540.57,3,180.19,5
946,2015-05-29,2015-06-03,Standard Class,John Lucas,Consumer,Seattle,Washington,West,Office Supplies,Binders,167.76,5,33.552,5
947,2015-07-26,2015-07-28,First Class,Cynthia Arntzen,Consumer,Mesa,Arizona,West,Furniture,Tables,393.165,3,131.055,2
948,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,516.488,7,73.784,4
949,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,1007.232,6,167.872,4
950,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,2065.32,12,172.11,4
951,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,5.184,4
952,2017-11-28,2017-12-02,Standard Class,Ross Baird,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,25.344,6,4.224,4
953,2017-04-03,2017-04-07,Standard Class,Katherine Hughes,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.472,4,6.368,4
954,2017-12-28,2018-01-01,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Central,Office Supplies,Art,27.168,2,13.584,4
955,2017-12-28,2018-01-01,Standard Class,Greg Hansen,Consumer,Round Rock,Texas,Central,Furniture,Bookcases,78.8528,2,39.4264,4
956,2017-11-30,2017-12-04,Standard Class,Scott Williamson,Consumer,Jackson,Mississippi,South,Office Supplies,Storage,173.8,5,34.76,4
957,2017-05-15,2017-05-18,Second Class,Joseph Airdo,Consumer,Phoenix,Arizona,West,Technology,Phones,29.592,1,29.592,3
958,2017-05-15,2017-05-18,Second Class,Joseph Airdo,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,4.752,2,2.376,3
959,2017-05-15,2017-05-18,Second Class,Joseph Airdo,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,15.552,3,5.184,3
960,2015-09-22,2015-09-22,Same Day,Daniel Lacy,Consumer,Oceanside,California,West,Furniture,Furnishings,204.6,2,102.3,0
961,2017-11-14,2017-11-19,Standard Class,Lindsay Williams,Corporate,San Francisco,California,West,Furniture,Chairs,321.568,2,160.784,5
962,2015-11-27,2015-12-01,Standard Class,Thomas Brumley,Home Office,Fayetteville,Arkansas,South,Office Supplies,Binders,6.24,2,3.12,4
963,2016-09-01,2016-09-04,First Class,Cynthia Voltz,Corporate,San Francisco,California,West,Office Supplies,Envelopes,21.88,2,10.94,3
964,2014-09-22,2014-09-24,Second Class,Maribeth Schnelling,Consumer,Boca Raton,Florida,South,Office Supplies,Labels,4.608,2,2.304,2
965,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Labels,9.82,2,4.91,2
966,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Art,35.97,3,11.99,2
967,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Paper,12.96,2,6.48,2
968,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Paper,191.6,4,47.9,2
969,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Labels,8.64,3,2.88,2
970,2017-04-09,2017-04-11,First Class,Bryan Spruell,Home Office,New York City,New York,East,Office Supplies,Storage,501.81,3,167.27,2
971,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.104,6,21.184,2
972,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,124.2,3,41.4,2
973,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.588,2,9.294,2
974,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,30.072,3,10.024,2
975,2017-10-05,2017-10-08,Second Class,Phillina Ober,Home Office,New York City,New York,East,Technology,Phones,160.93,7,22.99,3
976,2017-10-05,2017-10-08,Second Class,Phillina Ober,Home Office,New York City,New York,East,Office Supplies,Binders,75.792,3,25.264,3
977,2017-07-09,2017-07-15,Standard Class,Tamara Dahlen,Consumer,Portland,Oregon,West,Office Supplies,Binders,1.08,2,0.54,6
978,2017-01-07,2017-01-10,First Class,Bart Watters,Corporate,Detroit,Michigan,Central,Technology,Machines,3059.982,2,1529.991,3
979,2016-05-30,2016-05-31,First Class,Robert Waldorf,Consumer,Wilmington,North Carolina,South,Office Supplies,Binders,3.282,2,1.641,1
980,2015-12-09,2015-12-12,First Class,Ken Brennan,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,34.02,3,11.34,3
981,2016-10-03,2016-10-08,Standard Class,Emily Burns,Consumer,New York City,New York,East,Furniture,Chairs,599.292,6,99.882,5
982,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,Office Supplies,Art,3.392,1,3.392,3
983,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,Technology,Phones,559.984,2,279.992,3
984,2014-11-11,2014-11-14,Second Class,Tracy Zic,Consumer,Louisville,Colorado,West,Furniture,Chairs,603.92,5,120.784,3
985,2017-09-29,2017-10-05,Standard Class,Ann Steele,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,7.968,2,3.984,6
986,2017-09-29,2017-10-05,Standard Class,Ann Steele,Home Office,Pasadena,Texas,Central,Office Supplies,Envelopes,27.968,4,6.992,6
987,2017-09-29,2017-10-05,Standard Class,Ann Steele,Home Office,Pasadena,Texas,Central,Technology,Machines,336.51,3,112.17,6
988,2015-03-10,2015-03-10,Same Day,Toby Swindell,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.112,2,0.556,0
989,2017-05-21,2017-05-26,Standard Class,John Grady,Corporate,Auburn,New York,East,Furniture,Furnishings,520.05,5,104.01,5
990,2017-05-21,2017-05-26,Standard Class,John Grady,Corporate,Auburn,New York,East,Office Supplies,Art,17.97,3,5.99,5
991,2015-03-29,2015-03-31,Second Class,Sara Luxemburg,Home Office,Jacksonville,Florida,South,Furniture,Chairs,1166.92,5,233.384,2
992,2016-09-09,2016-09-11,First Class,Troy Staebel,Consumer,New York City,New York,East,Office Supplies,Binders,14.624,2,7.312,2
993,2016-08-26,2016-08-27,First Class,Roland Fjeld,Consumer,San Jose,California,West,Office Supplies,Fasteners,10.23,3,3.41,1
994,2016-08-26,2016-08-27,First Class,Roland Fjeld,Consumer,San Jose,California,West,Office Supplies,Paper,154.9,5,30.98,1
995,2014-05-21,2014-05-25,Standard Class,Mitch Willingham,Corporate,Virginia Beach,Virginia,South,Office Supplies,Binders,2715.93,7,387.99,4
996,2014-05-21,2014-05-25,Standard Class,Mitch Willingham,Corporate,Virginia Beach,Virginia,South,Technology,Phones,617.97,3,205.99,4
997,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Office Supplies,Envelopes,10.67,1,10.67,6
998,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Office Supplies,Storage,36.63,3,12.21,6
999,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,4.82,6
1000,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,33.11,7,4.73,6
